Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST-01227,597,1,2494.76,2,1,1,211,4,Lost Customers
CUST-01229,249,1,5015.14,3,1,2,312,6,Needs Attention
CUST-01230,178,4,47325.201250000006,3,4,4,344,11,Loyal Customers
CUST-01231,77,5,12248.92,4,4,2,442,10,Needs Attention
CUST-01233,722,1,1344.07,1,1,1,111,3,Lost Customers
CUST-01234,834,1,17221.87,1,1,3,113,5,Needs Attention
CUST-01237,456,2,40590.26,2,3,3,233,8,At Risk
CUST-01238,434,1,9032.96,2,1,2,212,5,Lost Customers
CUST-01239,335,3,56353.0,3,3,4,334,10,Loyal Customers
CUST-01240,43,14,116540.84,4,5,5,455,14,Champions
CUST-01241,8,14,82714.82,5,5,5,555,15,Champions
CUST-01242,78,1,5176.12,4,1,2,412,7,Potential Loyalists
CUST-01243,349,5,53941.10125000001,3,4,4,344,11,Loyal Customers
CUST-01244,1088,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01248,747,1,876.18,1,1,1,111,3,Lost Customers
CUST-01250,556,2,24738.02,2,3,3,233,8,At Risk
CUST-01253,612,2,38284.520000000004,2,3,3,233,8,At Risk
CUST-01254,82,4,52521.53125,4,4,4,444,12,Champions
CUST-01255,39,2,20144.37,5,3,3,533,11,Loyal Customers
CUST-01258,578,2,3738.24,2,3,1,231,6,Needs Attention
CUST-01259,34,2,41845.86125,5,3,4,534,12,Loyal Customers
CUST-01260,475,2,21744.07,2,3,3,233,8,At Risk
CUST-01262,566,1,32421.38,2,1,3,213,6,Needs Attention
CUST-01263,170,3,86043.79125000001,3,3,5,335,11,Loyal Customers
CUST-01264,434,2,41146.1,2,3,3,233,8,At Risk
CUST-01265,91,15,208021.52250000002,4,5,5,455,14,Champions
CUST-01267,378,7,150723.85375,2,5,5,255,12,At Risk
CUST-01268,100,9,165306.67375000002,4,5,5,455,14,Champions
CUST-01269,78,7,73945.09125,4,5,4,454,13,Champions
CUST-01270,229,3,21244.03,3,3,3,333,9,Loyal Customers
CUST-01273,30,7,100595.81250000001,5,5,5,555,15,Champions
CUST-01274,159,1,634.8,3,1,1,311,5,Needs Attention
CUST-01277,758,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01278,1094,1,39637.69,1,1,3,113,5,Needs Attention
CUST-01279,36,13,188392.1225,5,5,5,555,15,Champions
CUST-01280,741,1,6281.21,1,1,2,112,4,Lost Customers
CUST-01282,58,10,161642.28,4,5,5,455,14,Champions
CUST-01283,162,2,63648.811250000006,3,3,4,334,10,Loyal Customers
CUST-01284,44,16,178161.55,4,5,5,455,14,Champions
CUST-01285,59,2,4552.81,4,3,1,431,8,Needs Attention
CUST-01287,49,7,66644.68125000001,4,5,4,454,13,Champions
CUST-01288,765,1,12343.93,1,1,2,112,4,Lost Customers
CUST-01289,60,2,24427.4,4,3,3,433,10,Loyal Customers
CUST-01291,905,2,2515.82,1,3,1,131,5,Needs Attention
CUST-01292,816,1,6570.86,1,1,2,112,4,Lost Customers
CUST-01293,287,6,42040.64,3,5,4,354,12,Loyal Customers
CUST-01294,146,5,16027.61,3,4,2,342,9,Needs Attention
CUST-01296,1066,1,2341.13,1,1,1,111,3,Lost Customers
CUST-01299,49,1,18924.15,4,1,3,413,8,Potential Loyalists
CUST-01301,38,1,4465.36,5,1,1,511,7,Potential Loyalists
CUST-01302,1,120,1473825.45625,5,5,5,555,15,Champions
CUST-01303,139,7,63923.44,3,5,4,354,12,Loyal Customers
CUST-01306,536,2,5382.04,2,3,2,232,7,Needs Attention
CUST-01308,413,2,82693.82250000001,2,3,5,235,10,At Risk
CUST-01310,84,2,1839.9699999999998,4,3,1,431,8,Needs Attention
CUST-01311,222,3,19110.29,3,3,3,333,9,Loyal Customers
CUST-01312,808,1,24454.55,1,1,3,113,5,Needs Attention
CUST-01315,201,5,24787.079999999998,3,4,3,343,10,Loyal Customers
CUST-01316,54,2,42308.33125,4,3,4,434,11,Loyal Customers
CUST-01318,48,4,73945.06125,4,4,4,444,12,Champions
CUST-01321,310,2,11801.710000000001,3,3,2,332,8,Needs Attention
CUST-01322,49,1,6347.79,4,1,2,412,7,Potential Loyalists
CUST-01323,766,1,19916.6,1,1,3,113,5,Needs Attention
CUST-01324,190,3,21148.28,3,3,3,333,9,Loyal Customers
CUST-01326,18,5,29767.850000000002,5,4,3,543,12,Loyal Customers
CUST-01328,250,2,59671.95,3,3,4,334,10,Loyal Customers
CUST-01329,62,3,45381.72125,4,3,4,434,11,Loyal Customers
CUST-01331,787,3,19951.72,1,3,3,133,7,At Risk
CUST-01333,37,1,5052.81,5,1,2,512,8,Potential Loyalists
CUST-01335,288,3,16975.809999999998,3,3,3,333,9,Loyal Customers
CUST-01336,477,2,40811.54,2,3,3,233,8,At Risk
CUST-01337,248,3,99095.19,3,3,5,335,11,Loyal Customers
CUST-01338,239,8,73008.26125,3,5,4,354,12,Loyal Customers
CUST-01340,934,1,31295.81,1,1,3,113,5,Needs Attention
CUST-01341,67,11,207128.37500000003,4,5,5,455,14,Champions
CUST-01342,69,9,113670.36250000002,4,5,5,455,14,Champions
CUST-01343,66,8,81347.73125000001,4,5,5,455,14,Champions
CUST-01344,366,1,12152.97,2,1,2,212,5,Lost Customers
CUST-01345,64,5,31166.39,4,4,3,443,11,Loyal Customers
CUST-01346,15,5,157674.1625,5,4,5,545,14,Champions
CUST-01347,163,2,9069.57,3,3,2,332,8,Needs Attention
CUST-01349,413,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01350,430,2,26403.74,2,3,3,233,8,At Risk
CUST-01352,148,3,54465.87125000001,3,3,4,334,10,Loyal Customers
CUST-01354,13,9,40875.18,5,5,3,553,13,Loyal Customers
CUST-01355,368,1,833.85,2,1,1,211,4,Lost Customers
CUST-01356,476,1,2216.28,2,1,1,211,4,Lost Customers
CUST-01357,194,3,20674.61,3,3,3,333,9,Loyal Customers
CUST-01358,8,2,32729.739999999998,5,3,3,533,11,Loyal Customers
CUST-01359,249,3,21942.83,3,3,3,333,9,Loyal Customers
CUST-01364,24,3,13999.95,5,3,2,532,10,Needs Attention
CUST-01365,38,2,48257.82125000001,5,3,4,534,12,Loyal Customers
CUST-01366,765,1,1188.75,1,1,1,111,3,Lost Customers
CUST-01367,624,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01368,47,1,41346.911250000005,4,1,4,414,9,Potential Loyalists
CUST-01369,75,3,13330.85,4,3,2,432,9,Needs Attention
CUST-01370,873,1,6361.71,1,1,2,112,4,Lost Customers
CUST-01372,35,1,41346.911250000005,5,1,4,514,10,Potential Loyalists
CUST-01373,51,12,92914.26000000001,4,5,5,455,14,Champions
CUST-01374,302,2,4915.6,3,3,2,332,8,Needs Attention
CUST-01377,361,3,28177.82,2,3,3,233,8,At Risk
CUST-01379,109,2,37100.420000000006,4,3,3,433,10,Loyal Customers
CUST-01381,731,1,19621.75,1,1,3,113,5,Needs Attention
CUST-01383,297,1,4562.26,3,1,1,311,5,Needs Attention
CUST-01385,188,2,46303.10125000001,3,3,4,334,10,Loyal Customers
CUST-01387,386,1,3441.24,2,1,1,211,4,Lost Customers
CUST-01388,27,6,66608.45125000001,5,5,4,554,14,Champions
CUST-01393,518,2,7199.75,2,3,2,232,7,Needs Attention
CUST-01395,601,2,7432.25,2,3,2,232,7,Needs Attention
CUST-01396,351,2,21353.09,3,3,3,333,9,Loyal Customers
CUST-01397,428,3,74817.97,2,3,4,234,9,At Risk
CUST-01399,363,3,37012.56,2,3,3,233,8,At Risk
CUST-01400,75,1,405.04,4,1,1,411,6,Potential Loyalists
CUST-01402,511,1,14971.95,2,1,2,212,5,Lost Customers
CUST-01404,431,6,115267.13125,2,5,5,255,12,At Risk
CUST-01405,18,12,142068.81125,5,5,5,555,15,Champions
CUST-01407,345,7,50491.87,3,5,4,354,12,Loyal Customers
CUST-01409,1020,1,1237.47,1,1,1,111,3,Lost Customers
CUST-01412,697,1,18418.22,1,1,3,113,5,Needs Attention
CUST-01413,795,1,4656.12,1,1,1,111,3,Lost Customers
CUST-01414,16,4,19977.18,5,4,3,543,12,Loyal Customers
CUST-01415,5,4,20327.08,5,4,3,543,12,Loyal Customers
CUST-01416,4,14,131876.01125,5,5,5,555,15,Champions
CUST-01417,903,1,308.17,1,1,1,111,3,Lost Customers
CUST-01419,583,2,11516.7,2,3,2,232,7,Needs Attention
CUST-01421,40,3,20682.99,5,3,3,533,11,Loyal Customers
CUST-01422,519,3,28147.74,2,3,3,233,8,At Risk
CUST-01423,21,2,3225.76,5,3,1,531,9,Needs Attention
CUST-01427,664,1,35374.41,1,1,3,113,5,Needs Attention
CUST-01430,723,1,1970.76,1,1,1,111,3,Lost Customers
CUST-01431,820,1,23116.91,1,1,3,113,5,Needs Attention
CUST-01434,41,6,73727.48125,5,5,4,554,14,Champions
CUST-01435,515,3,48068.64,2,3,4,234,9,At Risk
CUST-01436,27,4,41229.4,5,4,3,543,12,Loyal Customers
CUST-01440,12,2,57279.82,5,3,4,534,12,Loyal Customers
CUST-01442,721,1,2943.04,1,1,1,111,3,Lost Customers
CUST-01443,4,5,35015.62,5,4,3,543,12,Loyal Customers
CUST-01444,293,8,112619.21125000001,3,5,5,355,13,Loyal Customers
CUST-01445,847,1,29178.24,1,1,3,113,5,Needs Attention
CUST-01446,436,1,2890.47,2,1,1,211,4,Lost Customers
CUST-01447,287,1,1191.93,3,1,1,311,5,Needs Attention
CUST-01448,78,2,19989.72,4,3,3,433,10,Loyal Customers
CUST-01449,381,1,10561.62,2,1,2,212,5,Lost Customers
CUST-01454,406,2,12861.01,2,3,2,232,7,Needs Attention
CUST-01455,74,1,3000.23,4,1,1,411,6,Potential Loyalists
CUST-01456,424,1,5275.29,2,1,2,212,5,Lost Customers
CUST-01457,580,1,15249.71,2,1,2,212,5,Lost Customers
CUST-01458,20,42,604657.04375,5,5,5,555,15,Champions
CUST-01460,950,1,14460.13,1,1,2,112,4,Lost Customers
CUST-01461,426,2,15988.07,2,3,2,232,7,Needs Attention
CUST-01462,447,1,2486.22,2,1,1,211,4,Lost Customers
CUST-01464,389,2,27915.21,2,3,3,233,8,At Risk
CUST-01465,56,1,5367.3,4,1,2,412,7,Potential Loyalists
CUST-01467,739,2,64280.871250000004,1,3,4,134,8,At Risk
CUST-01468,373,5,24051.12,2,4,3,243,9,At Risk
CUST-01470,227,5,69991.06125,3,4,4,344,11,Loyal Customers
CUST-01471,198,2,1973.98,3,3,1,331,7,Needs Attention
CUST-01472,378,1,4513.99,2,1,1,211,4,Lost Customers
CUST-01473,380,5,18447.33,2,4,3,243,9,At Risk
CUST-01474,307,4,28573.440000000002,3,4,3,343,10,Loyal Customers
CUST-01475,50,5,179680.6825,4,4,5,445,13,Champions
CUST-01476,344,1,41346.911250000005,3,1,4,314,8,Needs Attention
CUST-01477,3,1,1179.9,5,1,1,511,7,Potential Loyalists
CUST-01478,154,4,21402.06,3,4,3,343,10,Loyal Customers
CUST-01479,68,10,91577.45,4,5,5,455,14,Champions
CUST-01480,41,4,67110.52125,5,4,4,544,13,Champions
CUST-01483,792,1,11764.25,1,1,2,112,4,Lost Customers
CUST-01486,25,10,83635.37,5,5,5,555,15,Champions
CUST-01487,84,5,82003.67125000001,4,4,5,445,13,Champions
CUST-01490,45,4,85155.8325,4,4,5,445,13,Champions
CUST-01491,48,11,99865.24125,4,5,5,455,14,Champions
CUST-01492,769,1,22427.72,1,1,3,113,5,Needs Attention
CUST-01495,297,3,59898.65,3,3,4,334,10,Loyal Customers
CUST-01496,480,1,4875.02,2,1,2,212,5,Lost Customers
CUST-01497,590,2,4755.38,2,3,1,231,6,Needs Attention
CUST-01498,8,91,929305.8425,5,5,5,555,15,Champions
CUST-01499,2,2,34039.68,5,3,3,533,11,Loyal Customers
CUST-01501,78,1,8112.62,4,1,2,412,7,Potential Loyalists
CUST-01503,1046,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01504,17,4,23670.02,5,4,3,543,12,Loyal Customers
CUST-01505,374,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01506,5,63,797284.9725,5,5,5,555,15,Champions
CUST-01507,407,3,31472.129999999997,2,3,3,233,8,At Risk
CUST-01508,59,2,20511.3,4,3,3,433,10,Loyal Customers
CUST-01510,78,1,7394.51,4,1,2,412,7,Potential Loyalists
CUST-01511,64,3,16588.78,4,3,2,432,9,Needs Attention
CUST-01513,397,4,24720.73,2,4,3,243,9,At Risk
CUST-01514,48,33,421688.82375000004,4,5,5,455,14,Champions
CUST-01515,307,2,20917.94,3,3,3,333,9,Loyal Customers
CUST-01517,654,1,953.77,1,1,1,111,3,Lost Customers
CUST-01520,23,8,41345.25,5,5,4,554,14,Champions
CUST-01522,81,5,86543.90125000001,4,4,5,445,13,Champions
CUST-01523,603,2,8575.41,2,3,2,232,7,Needs Attention
CUST-01525,355,4,14479.59,2,4,2,242,8,Needs Attention
CUST-01526,373,1,2877.37,2,1,1,211,4,Lost Customers
CUST-01527,43,3,3582.3100000000004,4,3,1,431,8,Needs Attention
CUST-01528,13,2,41566.46125000001,5,3,4,534,12,Loyal Customers
CUST-01529,354,1,41346.911250000005,3,1,4,314,8,Needs Attention
CUST-01531,57,5,23742.9,4,4,3,443,11,Loyal Customers
CUST-01532,133,1,7101.32,4,1,2,412,7,Potential Loyalists
CUST-01535,227,1,8823.02,3,1,2,312,6,Needs Attention
CUST-01539,66,2,43142.411250000005,4,3,4,434,11,Loyal Customers
CUST-01540,943,1,3967.38,1,1,1,111,3,Lost Customers
CUST-01541,683,2,26514.38,1,3,3,133,7,At Risk
CUST-01543,170,1,1402.95,3,1,1,311,5,Needs Attention
CUST-01544,799,1,1809.17,1,1,1,111,3,Lost Customers
CUST-01545,712,2,13603.24,1,3,2,132,6,Needs Attention
CUST-01546,353,2,51554.771250000005,3,3,4,334,10,Loyal Customers
CUST-01547,76,22,262564.14375,4,5,5,455,14,Champions
CUST-01548,920,2,10359.599999999999,1,3,2,132,6,Needs Attention
CUST-01549,358,1,1571.5,2,1,1,211,4,Lost Customers
CUST-01550,604,5,48391.39125000001,2,4,4,244,10,At Risk
CUST-01551,45,52,412597.71125,4,5,5,455,14,Champions
CUST-01553,12,13,94290.28,5,5,5,555,15,Champions
CUST-01554,531,1,2183.02,2,1,1,211,4,Lost Customers
CUST-01557,24,2,12538.01,5,3,2,532,10,Needs Attention
CUST-01558,685,3,53768.44,1,3,4,134,8,At Risk
CUST-01559,139,4,68575.25125,3,4,4,344,11,Loyal Customers
CUST-01560,433,2,42233.57125000001,2,3,4,234,9,At Risk
CUST-01562,75,2,4688.21,4,3,1,431,8,Needs Attention
CUST-01564,596,1,5147.85,2,1,2,212,5,Lost Customers
CUST-01566,279,1,422.53,3,1,1,311,5,Needs Attention
CUST-01567,83,1,11653.76,4,1,2,412,7,Potential Loyalists
CUST-01568,882,3,85564.54125000001,1,3,5,135,9,At Risk
CUST-01569,97,1,1565.28,4,1,1,411,6,Potential Loyalists
CUST-01572,427,5,68813.90125000001,2,4,4,244,10,At Risk
CUST-01573,35,8,78014.08,5,5,5,555,15,Champions
CUST-01574,451,1,10090.93,2,1,2,212,5,Lost Customers
CUST-01577,46,1,13517.69,4,1,2,412,7,Potential Loyalists
CUST-01578,415,3,45400.18,2,3,4,234,9,At Risk
CUST-01579,4,27,379581.705,5,5,5,555,15,Champions
CUST-01580,672,2,15110.61,1,3,2,132,6,Needs Attention
CUST-01582,15,4,52124.46125000001,5,4,4,544,13,Champions
CUST-01584,438,1,22527.42,2,1,3,213,6,Needs Attention
CUST-01589,344,1,41340.46,3,1,4,314,8,Needs Attention
CUST-01590,397,2,10450.470000000001,2,3,2,232,7,Needs Attention
CUST-01591,17,14,199567.4625,5,5,5,555,15,Champions
CUST-01594,155,6,17850.25,3,5,3,353,11,Loyal Customers
CUST-01595,367,2,4599.1,2,3,1,231,6,Needs Attention
CUST-01596,335,3,11263.61,3,3,2,332,8,Needs Attention
CUST-01597,424,1,3040.54,2,1,1,211,4,Lost Customers
CUST-01598,705,1,1961.47,1,1,1,111,3,Lost Customers
CUST-01599,399,1,3182.7,2,1,1,211,4,Lost Customers
CUST-01600,2,2,44711.231250000004,5,3,4,534,12,Loyal Customers
CUST-01602,118,5,55998.26125,4,4,4,444,12,Champions
CUST-01603,245,4,52270.490000000005,3,4,4,344,11,Loyal Customers
CUST-01604,701,1,4457.84,1,1,1,111,3,Lost Customers
CUST-01605,1,4,37839.509999999995,5,4,3,543,12,Loyal Customers
CUST-01606,762,1,11558.15,1,1,2,112,4,Lost Customers
CUST-01607,412,4,75535.80125,2,4,4,244,10,At Risk
CUST-01608,764,2,42180.981250000004,1,3,4,134,8,At Risk
CUST-01610,774,2,15705.09,1,3,2,132,6,Needs Attention
CUST-01611,385,5,51885.71000000001,2,4,4,244,10,At Risk
CUST-01612,22,9,148866.1025,5,5,5,555,15,Champions
CUST-01613,38,2,37704.700000000004,5,3,3,533,11,Loyal Customers
CUST-01614,26,1,265.21,5,1,1,511,7,Potential Loyalists
CUST-01615,15,3,12481.119999999999,5,3,2,532,10,Needs Attention
CUST-01616,353,2,23604.42,3,3,3,333,9,Loyal Customers
CUST-01617,802,2,82693.82250000001,1,3,5,135,9,At Risk
CUST-01618,627,1,2758.02,1,1,1,111,3,Lost Customers
CUST-01619,211,2,3707.04,3,3,1,331,7,Needs Attention
CUST-01620,929,1,15698.24,1,1,2,112,4,Lost Customers
CUST-01621,71,3,44588.03,4,3,4,434,11,Loyal Customers
CUST-01625,957,1,2945.55,1,1,1,111,3,Lost Customers
CUST-01626,409,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01628,8,3,7906.6900000000005,5,3,2,532,10,Needs Attention
CUST-01629,396,4,23889.489999999998,2,4,3,243,9,At Risk
CUST-01630,53,5,49794.88125,4,4,4,444,12,Champions
CUST-01632,19,7,17938.22,5,5,3,553,13,Loyal Customers
CUST-01633,28,5,55371.020000000004,5,4,4,544,13,Champions
CUST-01634,50,3,16398.16,4,3,2,432,9,Needs Attention
CUST-01635,48,2,12060.55,4,3,2,432,9,Needs Attention
CUST-01638,49,5,73285.85125,4,4,4,444,12,Champions
CUST-01639,686,2,13002.36,1,3,2,132,6,Needs Attention
CUST-01640,383,3,15948.74,2,3,2,232,7,Needs Attention
CUST-01641,70,1,25166.85,4,1,3,413,8,Potential Loyalists
CUST-01642,244,1,921.22,3,1,1,311,5,Needs Attention
CUST-01643,701,4,15487.529999999999,1,4,2,142,7,Needs Attention
CUST-01646,388,3,40755.08,2,3,3,233,8,At Risk
CUST-01647,1083,1,1100.51,1,1,1,111,3,Lost Customers
CUST-01648,747,1,603.1,1,1,1,111,3,Lost Customers
CUST-01650,129,5,75761.96,4,4,5,445,13,Champions
CUST-01652,689,4,33089.55,1,4,3,143,8,At Risk
CUST-01653,70,6,74553.31,4,5,4,454,13,Champions
CUST-01654,637,1,3287.51,1,1,1,111,3,Lost Customers
CUST-01655,22,2,22176.55,5,3,3,533,11,Loyal Customers
CUST-01658,78,9,115050.03,4,5,5,455,14,Champions
CUST-01660,702,5,72234.67,1,4,4,144,9,At Risk
CUST-01662,31,3,17669.510000000002,5,3,3,533,11,Loyal Customers
CUST-01663,135,15,177426.64125,3,5,5,355,13,Loyal Customers
CUST-01664,391,1,1067.48,2,1,1,211,4,Lost Customers
CUST-01665,410,4,86515.6625,2,4,5,245,11,At Risk
CUST-01666,822,1,5644.69,1,1,2,112,4,Lost Customers
CUST-01667,678,1,27702.35,1,1,3,113,5,Needs Attention
CUST-01668,921,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01669,940,3,14518.28,1,3,2,132,6,Needs Attention
CUST-01672,81,16,201167.59375,4,5,5,455,14,Champions
CUST-01673,4,34,411265.36375,5,5,5,555,15,Champions
CUST-01675,561,3,50619.67125000001,2,3,4,234,9,At Risk
CUST-01676,63,1,19264.88,4,1,3,413,8,Potential Loyalists
CUST-01677,414,3,39168.52,2,3,3,233,8,At Risk
CUST-01678,28,18,247905.18375000003,5,5,5,555,15,Champions
CUST-01679,674,1,4707.38,1,1,1,111,3,Lost Customers
CUST-01680,21,7,123512.46250000001,5,5,5,555,15,Champions
CUST-01681,8,4,57395.871250000004,5,4,4,544,13,Champions
CUST-01682,199,2,19851.809999999998,3,3,3,333,9,Loyal Customers
CUST-01683,508,1,10193.78,2,1,2,212,5,Lost Customers
CUST-01684,506,1,2475.87,2,1,1,211,4,Lost Customers
CUST-01685,369,4,121525.64250000002,2,4,5,245,11,At Risk
CUST-01686,40,1,3138.93,5,1,1,511,7,Potential Loyalists
CUST-01687,732,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01688,7,32,284282.0825,5,5,5,555,15,Champions
CUST-01689,85,1,9415.2,4,1,2,412,7,Potential Loyalists
CUST-01690,589,1,3201.72,2,1,1,211,4,Lost Customers
CUST-01696,812,1,4690.62,1,1,1,111,3,Lost Customers
CUST-01697,817,1,8835.34,1,1,2,112,4,Lost Customers
CUST-01698,88,3,15962.9,4,3,2,432,9,Needs Attention
CUST-01701,807,1,5492.63,1,1,2,112,4,Lost Customers
CUST-01704,409,2,25411.98,2,3,3,233,8,At Risk
CUST-01705,550,7,110567.61250000002,2,5,5,255,12,At Risk
CUST-01708,11,4,110422.75125,5,4,5,545,14,Champions
CUST-01710,811,1,5539.2,1,1,2,112,4,Lost Customers
CUST-01711,48,2,25357.45,4,3,3,433,10,Loyal Customers
CUST-01712,80,1,1610.35,4,1,1,411,6,Potential Loyalists
CUST-01713,226,16,142368.83000000002,3,5,5,355,13,Loyal Customers
CUST-01714,228,3,23324.49,3,3,3,333,9,Loyal Customers
CUST-01715,12,18,206881.90250000003,5,5,5,555,15,Champions
CUST-01717,49,3,61449.69125,4,3,4,434,11,Loyal Customers
CUST-01718,131,1,2271.41,4,1,1,411,6,Potential Loyalists
CUST-01719,816,4,43337.25,1,4,4,144,9,At Risk
CUST-01721,179,1,20005.89,3,1,3,313,7,Needs Attention
CUST-01723,395,4,21908.73,2,4,3,243,9,At Risk
CUST-01725,1094,1,17744.38,1,1,3,113,5,Needs Attention
CUST-01726,381,3,37096.02,2,3,3,233,8,At Risk
CUST-01727,30,4,69581.06125,5,4,4,544,13,Champions
CUST-01729,54,7,87850.57125000001,4,5,5,455,14,Champions
CUST-01730,975,1,5945.97,1,1,2,112,4,Lost Customers
CUST-01731,1014,1,3477.63,1,1,1,111,3,Lost Customers
CUST-01733,721,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01734,328,2,8537.14,3,3,2,332,8,Needs Attention
CUST-01735,1061,1,11974.57,1,1,2,112,4,Lost Customers
CUST-01736,2,12,147608.99125000002,5,5,5,555,15,Champions
CUST-01737,22,12,182901.83250000002,5,5,5,555,15,Champions
CUST-01738,235,1,38646.4,3,1,3,313,7,Needs Attention
CUST-01739,9,1,41346.911250000005,5,1,4,514,10,Potential Loyalists
CUST-01740,346,5,39889.490000000005,3,4,3,343,10,Loyal Customers
CUST-01742,397,5,59116.881250000006,2,4,4,244,10,At Risk
CUST-01743,20,9,155137.33125000002,5,5,5,555,15,Champions
CUST-01746,42,6,78292.87,4,5,5,455,14,Champions
CUST-01747,89,1,1986.11,4,1,1,411,6,Potential Loyalists
CUST-01748,398,4,16674.5,2,4,2,242,8,Needs Attention
CUST-01751,198,7,74130.84125,3,5,4,354,12,Loyal Customers
CUST-01752,76,3,49647.82,4,3,4,434,11,Loyal Customers
CUST-01753,7,7,112598.6,5,5,5,555,15,Champions
CUST-01755,152,3,35848.68,3,3,3,333,9,Loyal Customers
CUST-01757,15,7,40517.75,5,5,3,553,13,Loyal Customers
CUST-01758,359,2,45645.39125,2,3,4,234,9,At Risk
CUST-01760,479,1,19793.95,2,1,3,213,6,Needs Attention
CUST-01761,354,1,297.56,3,1,1,311,5,Needs Attention
CUST-01763,401,2,40510.17,2,3,3,233,8,At Risk
CUST-01765,767,1,4941.04,1,1,2,112,4,Lost Customers
CUST-01766,42,12,104483.49,4,5,5,455,14,Champions
CUST-01767,757,1,10728.48,1,1,2,112,4,Lost Customers
CUST-01768,630,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01769,647,1,387.41,1,1,1,111,3,Lost Customers
CUST-01771,446,1,4700.28,2,1,1,211,4,Lost Customers
CUST-01773,334,5,44259.96,3,4,4,344,11,Loyal Customers
CUST-01774,91,2,30785.55,4,3,3,433,10,Loyal Customers
CUST-01777,17,2,31319.39,5,3,3,533,11,Loyal Customers
CUST-01778,388,3,62980.19125,2,3,4,234,9,At Risk
CUST-01779,385,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01781,64,1,2464.16,4,1,1,411,6,Potential Loyalists
CUST-01782,264,7,106080.84250000001,3,5,5,355,13,Loyal Customers
CUST-01783,6,1,2296.37,5,1,1,511,7,Potential Loyalists
CUST-01784,224,3,5802.7300000000005,3,3,2,332,8,Needs Attention
CUST-01785,77,9,143394.89250000002,4,5,5,455,14,Champions
CUST-01789,622,7,55664.990000000005,2,5,4,254,11,At Risk
CUST-01790,351,3,56703.82,3,3,4,334,10,Loyal Customers
CUST-01791,52,4,9643.880000000001,4,4,2,442,10,Needs Attention
CUST-01793,355,2,4411.1,2,3,1,231,6,Needs Attention
CUST-01794,708,1,1759.95,1,1,1,111,3,Lost Customers
CUST-01795,392,2,14892.07,2,3,2,232,7,Needs Attention
CUST-01797,265,6,60209.48,3,5,4,354,12,Loyal Customers
CUST-01799,555,3,39926.91,2,3,3,233,8,At Risk
CUST-01800,739,1,37620.82,1,1,3,113,5,Needs Attention
CUST-01802,778,2,48668.01125,1,3,4,134,8,At Risk
CUST-01803,751,1,2434.04,1,1,1,111,3,Lost Customers
CUST-01805,964,1,1185.38,1,1,1,111,3,Lost Customers
CUST-01806,25,1,24288.5,5,1,3,513,9,Potential Loyalists
CUST-01807,6,65,735849.18375,5,5,5,555,15,Champions
CUST-01809,336,2,2663.88,3,3,1,331,7,Needs Attention
CUST-01810,423,3,42635.32125000001,2,3,4,234,9,At Risk
CUST-01811,261,1,5234.02,3,1,2,312,6,Needs Attention
CUST-01813,837,1,3585.13,1,1,1,111,3,Lost Customers
CUST-01814,919,1,2847.75,1,1,1,111,3,Lost Customers
CUST-01816,75,5,23773.63,4,4,3,443,11,Loyal Customers
CUST-01817,7,1,11534.25,5,1,2,512,8,Potential Loyalists
CUST-01818,641,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01820,126,8,90562.0,4,5,5,455,14,Champions
CUST-01821,508,2,11703.99,2,3,2,232,7,Needs Attention
CUST-01823,347,1,7399.85,3,1,2,312,6,Needs Attention
CUST-01824,196,3,96839.7525,3,3,5,335,11,Loyal Customers
CUST-01825,822,1,4209.62,1,1,1,111,3,Lost Customers
CUST-01826,401,4,22071.64,2,4,3,243,9,At Risk
CUST-01828,289,1,26287.15,3,1,3,313,7,Needs Attention
CUST-01829,33,6,107482.20999999999,5,5,5,555,15,Champions
CUST-01830,17,3,50836.36125,5,4,4,544,13,Champions
CUST-01831,259,1,21128.03,3,1,3,313,7,Needs Attention
CUST-01833,10,16,238206.325,5,5,5,555,15,Champions
CUST-01834,376,1,40621.41,2,1,3,213,6,Needs Attention
CUST-01836,256,1,10178.86,3,1,2,312,6,Needs Attention
CUST-01838,6,5,40486.44,5,4,3,543,12,Loyal Customers
CUST-01839,6,4,24138.59,5,4,3,543,12,Loyal Customers
CUST-01842,303,1,4371.03,3,1,1,311,5,Needs Attention
CUST-01845,113,3,25027.55,4,4,3,443,11,Loyal Customers
CUST-01848,74,1,2685.25,4,1,1,411,6,Potential Loyalists
CUST-01852,7,1,654.33,5,1,1,511,7,Potential Loyalists
